source_url,final_url,canonical_url,slug,product_id,name,brand,is_product_page,availability,price_eur,sale_price_eur,currency,product_type,condition,gtin,meta_description,og_description,description,image_count,image_urls,model,shape,foam,weight_raw,weight_g,balance,width,surface,core,level,racket_type,texture,gender,technologies,brand_from_spec
https://www.padelreference.com/it/racchette-da-padel/p/black-crown-piton,https://www.padelreference.com/it/racchette-da-padel/p/black-crown-piton,https://www.padelreference.com/it/racchette-da-padel/p/black-crown-piton,black-crown-piton,664,Racchetta da padel BLACK CROWN Piton,Black Crown,True,out_of_stock,134.9,134.9,EUR,Racchette da padel_it,new,,"La Racchetta Black Crown Piton, Prima Della Serie Piton, è Un Riferimento. Soprattutto è Una Racchetta Di Ottima Qualità Che Si Adatta Perfettamente A Diversi Stili Di Gioco.","La racchetta da Padel Black Crown Piton, la prima della serie Piton, è un punto di riferimento. È innanzitutto una racchetta di ottima qualità che si adatta perfettamente ai diversi stili di gioco.",,1,"[""https://www.padelreference.com/storage/3967/black-crown-piton.webp""]",,Rotonda,Ibrida / Intermedia,0g,,Bilanciamento nel manico,,Carbonio 3k,,Avanzato / Esperto,Controllo,Liscio,Uomo,,
https://www.padelreference.com/it/racchette-da-padel/p/nox-silhouette-casual-2023,https://www.padelreference.com/it/racchette-da-padel,https://www.padelreference.com/it/racchette-da-padel,racchette-da-padel,,,,False,,,,,,,,"Scopri la nostra selezione di racchette da padel adatte a tutti i giocatori, dai principianti ai competitivi. Performance, comfort e tecnologia a prezzi competitivi. Consegna rapida e consulenza personalizzata su PadelReference.com.",,,0,[],,,,,,,,,,,,,,,
https://www.padelreference.com/it/racchette-da-padel/p/cartri-knife,https://www.padelreference.com/it/racchette-da-padel,https://www.padelreference.com/it/racchette-da-padel,racchette-da-padel,,,,False,,,,,,,,"Scopri la nostra selezione di racchette da padel adatte a tutti i giocatori, dai principianti ai competitivi. Performance, comfort e tecnologia a prezzi competitivi. Consegna rapida e consulenza personalizzata su PadelReference.com.",,,0,[],,,,,,,,,,,,,,,
https://www.padelreference.com/it/racchette-da-padel/p/cartri-fighter,https://www.padelreference.com/it/racchette-da-padel,https://www.padelreference.com/it/racchette-da-padel,racchette-da-padel,,,,False,,,,,,,,"Scopri la nostra selezione di racchette da padel adatte a tutti i giocatori, dai principianti ai competitivi. Performance, comfort e tecnologia a prezzi competitivi. Consegna rapida e consulenza personalizzata su PadelReference.com.",,,0,[],,,,,,,,,,,,,,,
https://www.padelreference.com/it/racchette-da-padel/p/wilson-pro-staff-elite-v2,https://www.padelreference.com/it/racchette-da-padel,https://www.padelreference.com/it/racchette-da-padel,racchette-da-padel,,,,False,,,,,,,,"Scopri la nostra selezione di racchette da padel adatte a tutti i giocatori, dai principianti ai competitivi. Performance, comfort e tecnologia a prezzi competitivi. Consegna rapida e consulenza personalizzata su PadelReference.com.",,,0,[],,,,,,,,,,,,,,,
https://www.padelreference.com/it/racchette-da-padel/p/nox-ml10-pro-cup-rough-surface,https://www.padelreference.com/it/racchette-da-padel,https://www.padelreference.com/it/racchette-da-padel,racchette-da-padel,,,,False,,,,,,,,"Scopri la nostra selezione di racchette da padel adatte a tutti i giocatori, dai principianti ai competitivi. Performance, comfort e tecnologia a prezzi competitivi. Consegna rapida e consulenza personalizzata su PadelReference.com.",,,0,[],,,,,,,,,,,,,,,
https://www.padelreference.com/it/racchette-da-padel/p/head-speed-pro-2024,https://www.padelreference.com/it/racchette-da-padel/p/head-speed-pro-2024,https://www.padelreference.com/it/racchette-da-padel/p/head-speed-pro-2024,head-speed-pro-2024,924,Racchetta da padel Head Speed Pro 2024,Head,True,out_of_stock,119.9,119.9,EUR,Racchette da padel_it,new,,"La Racchetta Padel Head Speed ​​Pro, Con Forma A Goccia E Bilanciamento Della Testa, Fornisce La Massima Potenza All'impatto.","La racchetta da Padel Head Speed Pro è a forma di goccia d'acqua, con un equilibrio in testa, che ti fornirà massima potenza all'impatto.","La tua racchetta Padel Head Speed ​​​​Pro 2024 - Collezione 2023Per gli amanti del marchio Head, la racchetta Head Speed ​​Pro riprende i codici, la forma e la giocabilità della vecchia Head Alpha Pro.Racchetta offensiva, rappresenta perfettamente l'equilibrio tra potenza, aggressività e comfort di gioco.Racchetta ideale per giocatori esperti ed esperti che desiderano migliorare la potenza del proprio tiro.Nucleo compositivoLa racchetta Head Speed ​​Pro è costituita al suo interno dall'essenziale ""Power Foam"". Questa storica schiuma ""morbida"" della marca austriaca Head ti garantisce un tocco molto confortevole dandoti allo stesso tempo una grande velocità nei colpi di palla. Il risultato vale la deviazione!Rivestimento/CorniceIl modello Head Speed ​​​​Pro è realizzato con una combinazione di fibra di carbonio e fibra di vetro su entrambi i lati. La fibra di vetro offre comfort all'impatto, più flessibile troverai una sensazione più piacevole guadagnando velocità della palla quando esci dalla racchetta. La fibra di carbonio aggiungerà rigidità e resistenza alla racchetta per ottenere precisione, potenza e durata.Novità per il 2024! Il telaio di questa nuova Head Speed ​​Pro utilizza “Graphene Inside”. La tecnologia Graphene Inside è il nuovo adattamento del materiale in grafene. È metodicamente posizionato nel telaio e sulle superfici della racchetta per ottimizzare le prestazioni del materiale. Derivato dal carbonio, il grafene fornisce la massima stabilità e ottimizza il trasferimento di energia dalla pala alla palla.Tecnologie aggiuntiveAuxetic: Novità per il 2024 Utilizzo di materiali Auxetic che si espandono quando allungati che migliorano la reattività della racchetta all'impatto con la pallaSoft Buttcap: novità per il 2024, questa tecnologia soft buttcap è un'aggiunta di gomma ammortizzante al manico della racchetta.La tecnologia Smart Bridge è stata sviluppata per consentire alla racchetta di adattarsi allo stile di gioco dell'utente.Il sistema anti-shock Skin Padel, una tecnologia esclusiva di Head, crea una protezione aggiuntiva contro gli urti, per ridurre al minimo le conseguenze nel tempo degli urti e limitare i graffi.La zona di battuta ideale è ottimizzata grazie alla tecnologia ""Optimized Sweet Spot"" per un buon adattamento della racchetta al giocatore.Chi è il giocatore ideale per Head Speed ​​Pro?La racchetta Padel Head Speed ​​Pro si rivolge a giocatori di livello confermato ed esperto che cercano una combinazione tra precisione e potenza.Piacevole sia in difesa che nei colpi d'attacco, ti farà performare bene divertendoti. Resta comunque più aggressivo e meno manovrabile dello Speed ​​Elite e dello Speed ​​Motion.Se cerchi maggiore rigidità e una migliore sensazione di potenza nel tuo gioco, la versione Speed ​​Pro X di Head è fatta per te!L'occhio dell'allenatoreCon la Head Speed ​​​​Pro ottieni una racchetta da padel molto confortevole, offensiva con un'enfasi sulla potenza. Sono rimasto particolarmente stupito dalla sensazione di comfort che offre e dalla sua tolleranza durante i colpi fuori centro.Racchetta offensiva dal bilanciamento elevato e dal peso di 370g, sarà un'arma formidabile e temuta dai tuoi avversari. Gli ultimi ritocchi non avranno più segreti per te!Il design di questa racchetta da padelLa racchetta Head Speed ​​Pro ha un design scuro tra l'antracite e il nero con piccoli tocchi di rame. Questa combinazione di colori sobria e frizzante conferisce alla racchetta Head Speed ​​​​Motion un aspetto elegante e di fascia alta.",5,"[""https://www.padelreference.com/storage/4918/raquette-head-speed-pro-2023.webp"", ""https://www.padelreference.com/storage/4919/raquette-head-speed-pro-2023.webp"", ""https://www.padelreference.com/storage/4920/raquette-head-speed-pro-2023.webp"", ""https://www.padelreference.com/storage/4921/raquette-head-speed-pro-2023.webp"", ""https://www.padelreference.com/storage/4922/raquette-head-speed-pro-2023.webp""]",,Goccia d'acqua,Ibrida / Intermedia,370g,370,Bilanciato,,Fibra di carbonio,,Avanzato / Esperto,Versatilità,Liscio,Uomo,,
https://www.padelreference.com/it/racchette-da-padel/p/nox-x-one-evo-rouge-2023,https://www.padelreference.com/it/racchette-da-padel,https://www.padelreference.com/it/racchette-da-padel,racchette-da-padel,,,,False,,,,,,,,"Scopri la nostra selezione di racchette da padel adatte a tutti i giocatori, dai principianti ai competitivi. Performance, comfort e tecnologia a prezzi competitivi. Consegna rapida e consulenza personalizzata su PadelReference.com.",,,0,[],,,,,,,,,,,,,,,
https://www.padelreference.com/it/racchette-da-padel/p/varlion-lw-hexagon-88,https://www.padelreference.com/it/racchette-da-padel,https://www.padelreference.com/it/racchette-da-padel,racchette-da-padel,,,,False,,,,,,,,"Scopri la nostra selezione di racchette da padel adatte a tutti i giocatori, dai principianti ai competitivi. Performance, comfort e tecnologia a prezzi competitivi. Consegna rapida e consulenza personalizzata su PadelReference.com.",,,0,[],,,,,,,,,,,,,,,
https://www.padelreference.com/it/racchette-da-padel/p/nox-x-one-evo-bleu-2023,https://www.padelreference.com/it/racchette-da-padel,https://www.padelreference.com/it/racchette-da-padel,racchette-da-padel,,,,False,,,,,,,,"Scopri la nostra selezione di racchette da padel adatte a tutti i giocatori, dai principianti ai competitivi. Performance, comfort e tecnologia a prezzi competitivi. Consegna rapida e consulenza personalizzata su PadelReference.com.",,,0,[],,,,,,,,,,,,,,,
